cohort,surface,lane,effort,treatment,case_id,design_id,repetition,pair_id,both_pass,sol_run_id,sol_success,sol_input_tokens,sol_output_tokens,sol_reasoning_tokens,sol_nonreasoning_tokens,sol_total_tokens,sol_cache_read_tokens,sol_cache_write_tokens,sol_reference_cost_usd,sol_cache_neutral_cost_usd,sol_elapsed_seconds,sol_calls,astra_run_id,astra_success,astra_input_tokens,astra_output_tokens,astra_reasoning_tokens,astra_nonreasoning_tokens,astra_total_tokens,astra_cache_read_tokens,astra_cache_write_tokens,astra_reference_cost_usd,astra_cache_neutral_cost_usd,astra_elapsed_seconds,astra_calls,input_tokens_reduction,output_tokens_reduction,reasoning_tokens_reduction,nonreasoning_tokens_reduction,total_tokens_reduction,cache_read_tokens_reduction,cache_write_tokens_reduction,reference_cost_usd_reduction,cache_neutral_cost_usd_reduction,elapsed_seconds_reduction,calls_reduction
api-v1,Responses API packet,fde,high,no-tools;8192-cap,F1,F1,1,F1-high-r1,True,F1-high-r1-sol,True,337,197,80,117,534,0,0,0.005288,0.005288,2.8000810840021586,1,F1-high-r1-astra,True,337,401,274,127,738,0,0,0.009368,0.009368,8.514856750000035,1,0.0,-1.0355329949238579,-2.425,-0.08547008547008539,-0.3820224719101124,,,-0.771558245083207,-0.771558245083207,-2.040932206802291,0.0
api-v1,Responses API packet,fde,high,no-tools;8192-cap,F2,F2,1,F2-high-r1,False,F2-high-r1-sol,,451,883,395,488,1334,0,0,0.019464,0.019464,17.3534934999916,1,F2-high-r1-astra,,451,1203,514,689,1654,0,0,0.025864,0.025864,23.879384917003335,1,0.0,-0.36240090600226504,-0.3012658227848102,-0.41188524590163933,-0.23988005997001505,,,-0.32881216605014396,-0.32881216605014396,-0.37605634951918443,0.0
api-v1,Responses API packet,fde,high,no-tools;8192-cap,F3,F3,1,F3-high-r1,False,F3-high-r1-sol,,695,1566,1034,532,2261,0,0,0.0341,0.0341,23.62611545799882,1,F3-high-r1-astra,,695,1446,718,728,2141,0,0,0.0317,0.0317,28.607205292006256,1,0.0,0.07662835249042144,0.30560928433268864,-0.368421052631579,0.05307386112339674,,,0.07038123167155419,0.07038123167155419,-0.21082982697102848,0.0
api-v1,Responses API packet,fde,high,no-tools;8192-cap,F3,F3,2,F3-high-r2,False,F3-high-r2-sol,,695,1419,898,521,2114,0,0,0.03116,0.03116,21.88356083299732,1,F3-high-r2-astra,,695,1673,891,782,2368,0,0,0.03624,0.03624,32.7884433750005,1,0.0,-0.178999295278365,0.007795100222717122,-0.5009596928982725,-0.12015137180700086,,,-0.16302952503209256,-0.16302952503209256,-0.49831389988233354,0.0
api-v1,Responses API packet,fde,medium,no-tools;8192-cap,F3,F3,1,F3-medium-r1,False,F3-medium-r1-sol,,695,1194,768,426,1889,0,0,0.02666,0.02666,16.326081416002125,1,F3-medium-r1-astra,,695,941,203,738,1636,0,0,0.0216,0.0216,18.895511833005003,1,0.0,0.21189279731993305,0.7356770833333333,-0.732394366197183,0.13393329804129173,,,0.18979744936234055,0.18979744936234055,-0.15738194313330034,0.0
api-v1,Responses API packet,public_coding,high,no-tools;8192-cap,HE000,HE000,1,HE000-high-r1,True,HE000-high-r1-sol,True,209,225,91,134,434,0,0,0.005336,0.005336,3.5759915000089677,1,HE000-high-r1-astra,True,209,319,163,156,528,0,0,0.007216,0.007216,6.979746790995705,1,0.0,-0.4177777777777778,-0.7912087912087913,-0.16417910447761197,-0.21658986175115214,,,-0.3523238380809597,-0.3523238380809597,-0.9518353975332998,0.0
api-v1,Responses API packet,public_coding,high,no-tools;8192-cap,HE012,HE012,1,HE012-high-r1,True,HE012-high-r1-sol,True,186,137,34,103,323,0,0,0.003484,0.003484,2.4153851669980213,1,HE012-high-r1-astra,True,186,164,91,73,350,0,0,0.004024,0.004024,4.082197875002748,1,0.0,-0.197080291970803,-1.676470588235294,0.2912621359223301,-0.08359133126934992,,,-0.1549942594718714,-0.1549942594718714,-0.6900815367995063,0.0
api-v1,Responses API packet,public_coding,high,no-tools;8192-cap,HE026,HE026,1,HE026-high-r1,True,HE026-high-r1-sol,True,168,151,48,103,319,0,0,0.003692,0.003692,2.392124040998169,1,HE026-high-r1-astra,True,168,224,102,122,392,0,0,0.005152,0.005152,5.260257290996378,1,0.0,-0.48344370860927155,-1.125,-0.18446601941747565,-0.2288401253918495,,,-0.3954496208017335,-0.3954496208017335,-1.1989901864793824,0.0
api-v1,Responses API packet,public_coding,high,no-tools;8192-cap,HE035,HE035,1,HE035-high-r1,True,HE035-high-r1-sol,True,166,203,70,133,369,0,0,0.004724,0.004724,2.656289457998355,1,HE035-high-r1-astra,True,166,201,135,66,367,0,0,0.004684,0.004684,4.904739250006969,1,0.0,0.009852216748768461,-0.9285714285714286,0.5037593984962406,0.005420054200542035,,,0.008467400508044065,0.008467400508044065,-0.8464626418021972,0.0
api-v1,Responses API packet,accounting,high,no-tools;8192-cap,N1,N1,1,N1-high-r1,True,N1-high-r1-sol,True,414,621,381,240,1035,0,0,0.014076,0.014076,9.58699191598862,1,N1-high-r1-astra,True,414,614,375,239,1028,0,0,0.013936,0.013936,12.731780874994001,1,0.0,0.011272141706924366,0.015748031496062964,0.004166666666666652,0.006763285024154575,,,0.00994600738846263,0.00994600738846263,-0.32802666222766796,0.0
api-v1,Responses API packet,accounting,high,no-tools;8192-cap,N1,N1,2,N1-high-r2,True,N1-high-r2-sol,True,414,620,382,238,1034,0,0,0.014056,0.014056,8.397788750007749,1,N1-high-r2-astra,True,414,433,182,251,847,0,0,0.010316,0.010316,9.45596900000237,1,0.0,0.3016129032258065,0.5235602094240838,-0.054621848739495826,0.18085106382978722,,,0.2660785429709732,0.2660785429709732,-0.1260070098802668,0.0
api-v1,Responses API packet,long_context,high,no-tools;8192-cap,N2,N2,1,N2-high-r1,True,N2-high-r1-sol,True,11505,753,516,237,12258,0,11502,0.072582,0.06108,10.151001584003097,1,N2-high-r1-astra,True,11505,739,423,316,12244,0,11502,0.072302,0.0608,15.147794458011049,1,0.0,0.01859229747675961,0.18023255813953487,-0.33333333333333326,0.0011421112742698858,,0.0,0.003857705767269959,0.004584151931892655,-0.49224629044313883,0.0
api-v1,Responses API packet,long_context,high,no-tools;8192-cap,N2,N2,2,N2-high-r2,True,N2-high-r2-sol,True,11505,505,280,225,12010,11502,0,0.0147128,0.05612,7.33477225000388,1,N2-high-r2-astra,True,11505,765,438,327,12270,11502,0,0.0199128,0.06132,15.519488207995892,1,0.0,-0.5148514851485149,-0.5642857142857143,-0.45333333333333337,-0.02164862614487917,0.0,,-0.35343374476646194,-0.0926585887384177,-1.1158786774855458,0.0
api-v1,Responses API packet,long_context,medium,no-tools;8192-cap,N2,N2,1,N2-medium-r1,True,N2-medium-r1-sol,True,11505,568,331,237,12073,0,11502,0.068882,0.05738,7.251503667008365,1,N2-medium-r1-astra,True,11505,367,38,329,11872,0,11502,0.064862,0.05336,8.849271916988073,1,0.0,0.35387323943661975,0.8851963746223565,-0.38818565400843874,0.01664872028493336,,0.0,0.05836067477715512,0.07005925409550373,-0.22033612935327573,0.0
api-v1,Responses API packet,reasoning,high,no-tools;8192-cap,R1,R1,1,R1-high-r1,True,R1-high-r1-sol,True,283,199,65,134,482,0,0,0.005112,0.005112,3.7166045420017326,1,R1-high-r1-astra,True,283,188,56,132,471,0,0,0.004892,0.004892,4.471089875005418,1,0.0,0.055276381909547756,0.1384615384615384,0.014925373134328401,0.022821576763485507,,,0.04303599374021916,0.04303599374021916,-0.20300393127037575,0.0
api-v1,Responses API packet,reasoning,high,no-tools;8192-cap,R2,R2,1,R2-high-r1,True,R2-high-r1-sol,True,317,306,130,176,623,0,0,0.007388,0.007388,4.093655290998868,1,R2-high-r1-astra,True,317,435,258,177,752,0,0,0.009968,0.009968,9.306747916009044,1,0.0,-0.42156862745098045,-0.9846153846153847,-0.005681818181818121,-0.2070626003210272,,,-0.34921494315105583,-0.34921494315105583,-1.2734566675588757,0.0
api-v1,Responses API packet,reasoning,high,no-tools;8192-cap,R3,R3,1,R3-high-r1,True,R3-high-r1-sol,True,481,1974,1752,222,2455,0,0,0.041404,0.041404,32.16364058300678,1,R3-high-r1-astra,True,481,1176,934,242,1657,0,0,0.025444,0.025444,23.333414458000334,1,0.0,0.4042553191489362,0.4668949771689498,-0.09009009009009006,0.32505091649694506,,,0.3854700028982707,0.3854700028982707,0.27454062926171907,0.0
api-v1,Responses API packet,reasoning,high,no-tools;8192-cap,R3,R3,2,R3-high-r2,True,R3-high-r2-sol,True,481,1551,1301,250,2032,0,0,0.032944,0.032944,26.91852999999537,1,R3-high-r2-astra,True,481,1252,1010,242,1733,0,0,0.026964,0.026964,25.20731949999754,1,0.0,0.19277885235332048,0.22367409684857797,0.03200000000000003,0.14714566929133854,,,0.18152015541525024,0.18152015541525024,0.06356998320480822,0.0
api-v1,Responses API packet,reasoning,medium,no-tools;8192-cap,R3,R3,1,R3-medium-r1,True,R3-medium-r1-sol,True,481,1144,907,237,1625,0,0,0.024804,0.024804,20.46574062498985,1,R3-medium-r1-astra,True,481,729,490,239,1210,0,0,0.016504,0.016504,15.103780040997663,1,0.0,0.3627622377622378,0.45975744211686875,-0.00843881856540074,0.25538461538461543,,,0.33462344783099496,0.33462344783099496,0.2619968992201984,0.0
broad-v2,Codex subagent,coding,high,one-file-read;runtime-context,C1,C1,1,C1-high-r1,True,broad_r43,True,74014,438,133,305,74452,71296,0,0.048150399999999996,0.304816,16.297,2,broad_r44,True,64871,335,61,274,65206,64178,534,0.0356772,0.266184,13.619,2,0.12353068338422457,0.2351598173515982,0.5413533834586466,0.10163934426229504,0.12418739590608718,0.09983729802513464,,0.2590466538180368,0.12673875387118783,0.16432472234153528,0.0
broad-v2,Codex subagent,coding,medium,one-file-read;runtime-context,C1,C1,1,C1-medium-r1,True,broad_r20,True,74027,525,172,353,74552,71296,0,0.0499424,0.306608,14.667,2,broad_r19,True,64869,279,9,270,65148,64178,532,0.0345472,0.265056,10.282,2,0.12371161873370529,0.4685714285714285,0.9476744186046512,0.23512747875354112,0.12614014379225236,0.09983729802513464,,0.30825911449990384,0.1355215780410165,0.29897047794368303,0.0
broad-v2,Codex subagent,coding,high,one-file-read;runtime-context,C2,C2,1,C2-high-r1,True,broad_r27,True,74034,427,105,322,74461,71296,0,0.0480104,0.304676,12.668,2,broad_r28,True,64880,305,54,251,65185,64178,543,0.0351222,0.26561999999999997,11.636,2,0.12364589242780344,0.2857142857142857,0.48571428571428577,0.22049689440993792,0.12457528101959414,0.09983729802513464,,0.2684460033659374,0.12818863317097517,0.08146510893590153,0.0
broad-v2,Codex subagent,coding,medium,one-file-read;runtime-context,C2,C2,1,C2-medium-r1,True,broad_r04,True,74038,457,142,315,74495,71296,0,0.0486264,0.305292,13.843,2,broad_r03,True,64881,301,38,263,65182,64178,544,0.0350472,0.265544,10.854,2,0.12367973202949833,0.34135667396061264,0.7323943661971831,0.16507936507936505,0.12501510168467678,0.09983729802513464,,0.279255712946054,0.13019666417724673,0.21592140431987294,0.0
broad-v2,Codex subagent,coding,high,one-file-read;runtime-context,C3,C3,1,C3-high-r1,True,broad_r30,True,74086,809,255,554,74895,71296,0,0.0558584,0.312524,22.436,2,broad_r29,True,64883,763,276,487,65646,64178,546,0.0442972,0.274792,19.043,2,0.12422050049941957,0.056860321384425205,-0.08235294117647052,0.12093862815884482,0.12349289004606445,0.09983729802513464,,0.20697334689142544,0.12073312769579314,0.1512301658049563,0.0
broad-v2,Codex subagent,coding,high,one-file-read;runtime-context,C3,C3,2,C3-high-r2,True,broad_r49,True,74049,944,436,508,74993,71296,0,0.0584104,0.315076,22.85,2,broad_r50,True,64884,883,392,491,65767,64178,547,0.0467022,0.277196,21.981,2,0.12376939594052583,0.0646186440677966,0.1009174311926605,0.03346456692913391,0.12302481564946066,0.09983729802513464,,0.2004471806390643,0.12022496159656726,0.038030634573304134,0.0
broad-v2,Codex subagent,coding,medium,one-file-read;runtime-context,C3,C3,1,C3-medium-r1,True,broad_r05,True,74097,743,219,524,74840,71296,0,0.0545824,0.31124799999999997,18.686,2,broad_r06,True,64921,607,100,507,65528,64178,580,0.0413632,0.27182399999999995,16.521,2,0.12383767224044162,0.1830417227456258,0.54337899543379,0.03244274809160308,0.12442544094067343,0.09983729802513464,,0.242187958023099,0.1266642677222023,0.1158621427806914,0.0
broad-v2,Codex subagent,debugging,high,one-file-read;runtime-context,D1,D1,1,D1-high-r1,True,broad_r35,True,74041,305,110,195,74346,71296,0,0.0455984,0.302264,13.251,2,broad_r36,True,64874,186,45,141,65060,64178,537,0.0327122,0.263216,11.647,2,0.1238097810672465,0.39016393442622954,0.5909090909090908,0.27692307692307694,0.1249024829849622,0.09983729802513464,,0.28260202112354826,0.12918508323849343,0.12104746811561384,0.0
broad-v2,Codex subagent,debugging,medium,one-file-read;runtime-context,D1,D1,1,D1-medium-r1,False,broad_r12,True,74012,301,114,187,74313,71296,0,0.045402399999999996,0.302068,10.232,2,broad_r11,False,64659,143,36,107,64802,64178,322,0.0307772,0.261496,7.678,2,0.1263713992325569,0.5249169435215947,0.6842105263157895,0.4278074866310161,0.12798568218212159,0.09983729802513464,,0.32212394058463856,0.1343141279447012,0.24960906958561369,0.0
broad-v2,Codex subagent,debugging,high,one-file-read;runtime-context,D2,D2,1,D2-high-r1,True,broad_r47,True,74106,615,243,372,74721,71296,0,0.052058400000000005,0.308724,18.28,2,broad_r48,True,64927,461,169,292,65388,64178,590,0.0384772,0.268928,13.0,2,0.12386311499743607,0.2504065040650406,0.30452674897119336,0.21505376344086025,0.1249046452804432,0.09983729802513464,,0.26088393035513957,0.1289047822650652,0.288840262582057,0.0
broad-v2,Codex subagent,debugging,medium,one-file-read;runtime-context,D2,D2,1,D2-medium-r1,True,broad_r24,True,74098,444,112,332,74542,71296,0,0.0486064,0.305272,13.575,2,broad_r23,True,64927,410,86,324,65337,64178,590,0.0374572,0.267908,12.37,2,0.12376852276714623,0.07657657657657657,0.2321428571428571,0.02409638554216864,0.12348742990528827,0.09983729802513464,,0.2293772013562,0.12239576508818373,0.08876611418047886,0.0
broad-v2,Codex subagent,debugging,high,one-file-read;runtime-context,D3,D3,1,D3-high-r1,False,broad_r46,False,74293,1052,406,646,75345,71296,0,0.0615464,0.31821200000000005,23.418,2,broad_r45,True,65125,1016,320,696,66141,64178,788,0.0505672,0.28081999999999996,24.508,2,0.1234032816012276,0.034220532319391594,0.21182266009852213,-0.07739938080495357,0.12215807286482183,0.09983729802513464,,0.17838898782057122,0.11750656794841197,-0.04654539243317113,0.0
broad-v2,Codex subagent,debugging,high,one-file-read;runtime-context,D3,D3,2,D3-high-r2,True,broad_r52,True,74300,1071,392,679,75371,71296,0,0.06195439999999999,0.31862,28.243,2,broad_r51,True,65125,1109,427,682,66234,64178,788,0.0524272,0.28268,26.405,2,0.12348586810228801,-0.03548085901027087,-0.08928571428571419,-0.004418262150220897,0.12122699712090856,0.09983729802513464,,0.15377761708611482,0.11279894545226299,0.06507807244272912,0.0
broad-v2,Codex subagent,debugging,medium,one-file-read;runtime-context,D3,D3,1,D3-medium-r1,True,broad_r21,True,74297,953,366,587,75250,71296,0,0.0595824,0.316248,23.833,2,broad_r22,True,65125,738,88,650,65863,64178,788,0.0450072,0.27525999999999995,20.057,2,0.12345047579310064,0.2256033578174187,0.7595628415300546,-0.10732538330494035,0.12474418604651161,0.09983729802513464,,0.24462257310883762,0.129607143760593,0.15843578231863387,0.0
broad-v2,Codex subagent,fde,high,one-file-read;runtime-context,F1,F1,1,F1-high-r1,True,broad_r31,True,74075,336,130,206,74411,71296,0,0.046354400000000004,0.30302,10.66,2,broad_r32,True,64895,262,59,203,65157,64178,558,0.0343372,0.26482,9.405,2,0.12392845089436377,0.22023809523809523,0.5461538461538462,0.014563106796116498,0.12436333337812955,0.09983729802513464,,0.2592461557047444,0.1260642861857304,0.11772983114446534,0.0
broad-v2,Codex subagent,fde,medium,one-file-read;runtime-context,F1,F1,1,F1-medium-r1,True,broad_r08,True,74137,377,116,261,74514,71296,0,0.0474224,0.304088,11.465,2,broad_r07,True,64930,194,0,194,65124,64178,593,0.0331522,0.2636,8.341,2,0.12418900144327394,0.4854111405835544,1.0,0.2567049808429118,0.12601658748691524,0.09983729802513464,,0.30091686629103553,0.1331456683591593,0.272481465329263,0.0
broad-v2,Codex subagent,fde,high,one-file-read;runtime-context,F2,F2,1,F2-high-r1,True,broad_r26,True,74180,1167,603,564,75347,71296,0,0.06339439999999999,0.32006,26.71,2,broad_r25,True,65009,1373,663,710,66382,32089,32761,0.2047366,0.287496,30.336,2,0.12363170665947698,-0.17652099400171384,-0.09950248756218905,-0.25886524822695045,0.11898283939639265,0.5499186490125674,,-2.229569173302374,0.10174342310816731,-0.13575439910146003,0.0
broad-v2,Codex subagent,fde,medium,one-file-read;runtime-context,F2,F2,1,F2-medium-r1,True,broad_r01,True,74180,775,227,548,74955,36608,0,0.18043119999999999,0.31222,20.453,2,broad_r02,True,65046,813,149,664,65859,32089,32798,0.19372160000000002,0.276444,20.253,2,0.12313291992450792,-0.049032258064516165,0.3436123348017621,-0.2116788321167884,0.12135281168701217,0.12344296328671334,,-0.07365910108673024,0.11458586893856892,0.009778516599031839,0.0
broad-v2,Codex subagent,fde,high,one-file-read;runtime-context,F3,F3,1,F3-high-r1,False,broad_r39,False,74424,919,392,527,75343,71296,0,0.0594104,0.316076,22.064,2,broad_r40,False,65253,1374,513,861,66627,64178,916,0.0583672,0.28849199999999997,31.023,2,0.12322637858755237,-0.49510337323177356,-0.3086734693877551,-0.6337760910815939,0.1156842706024448,0.09983729802513464,,0.01755921522157733,0.08727015021703655,-0.4060460478607686,0.0
broad-v2,Codex subagent,fde,high,one-file-read;runtime-context,F3,F3,2,F3-high-r2,True,broad_r56,True,74433,878,287,591,75311,71296,0,0.0586264,0.315292,21.118,2,broad_r55,True,65253,1161,408,753,66414,64178,916,0.0541072,0.284232,30.554,2,0.12333239289025033,-0.32232346241457854,-0.4216027874564461,-0.2741116751269035,0.11813679276599698,0.09983729802513464,,0.0770847263348935,0.09851185567664267,-0.4468226157780093,0.0
broad-v2,Codex subagent,fde,medium,one-file-read;runtime-context,F3,F3,1,F3-medium-r1,False,broad_r16,False,74453,968,393,575,75421,71296,0,0.0605064,0.317172,23.74,2,broad_r15,False,65253,973,107,866,66226,64178,916,0.0503472,0.280472,23.667,2,0.12356788846654931,-0.005165289256198413,0.727735368956743,-0.5060869565217392,0.12191564683576195,0.09983729802513464,,0.16790289952798376,0.11571008790183246,0.0030749789385002835,0.0
broad-v2,Codex subagent,reasoning,high,one-file-read;runtime-context,R1,R1,1,R1-high-r1,True,broad_r34,True,74023,328,104,224,74351,71296,0,0.0459864,0.302652,10.64,2,broad_r33,True,64840,231,30,201,65071,64178,503,0.0334422,0.26398,8.737,2,0.12405603663726139,0.2957317073170732,0.7115384615384616,0.1026785714285714,0.12481338515958096,0.09983729802513464,,0.2727806481916393,0.1277771169528038,0.17885338345864665,0.0
broad-v2,Codex subagent,reasoning,medium,one-file-read;runtime-context,R1,R1,1,R1-medium-r1,True,broad_r09,True,73989,327,96,231,74316,71296,0,0.0458304,0.302496,12.472,2,broad_r10,True,64841,213,15,198,65054,64178,504,0.0330872,0.26362399999999997,8.392,2,0.12364000054062085,0.3486238532110092,0.84375,0.1428571428571429,0.12462995855535819,0.09983729802513464,,0.2780512498254435,0.1285041785676505,0.327132777421424,0.0
broad-v2,Codex subagent,reasoning,high,one-file-read;runtime-context,R2,R2,1,R2-high-r1,True,broad_r38,True,74047,445,173,272,74492,71296,0,0.0484224,0.305088,13.212,2,broad_r37,True,64875,352,99,253,65227,64178,538,0.0360372,0.26654,12.795,2,0.12386727348846005,0.20898876404494382,0.4277456647398844,0.06985294117647056,0.12437577189496862,0.09983729802513464,,0.2557741871530531,0.12635043003985746,0.03156221616712074,0.0
broad-v2,Codex subagent,reasoning,medium,one-file-read;runtime-context,R2,R2,1,R2-medium-r1,True,broad_r13,True,74043,388,124,264,74431,71296,0,0.0472664,0.303932,12.217,2,broad_r14,True,64874,303,61,242,65177,64178,537,0.0350522,0.265556,11.08,2,0.12383344813149111,0.2190721649484536,0.5080645161290323,0.08333333333333337,0.12432991629831658,0.09983729802513464,,0.25841189513057905,0.12626508561125505,0.09306703773430469,0.0
broad-v2,Codex subagent,reasoning,high,one-file-read;runtime-context,R3,R3,1,R3-high-r1,True,broad_r42,True,74211,1412,1139,273,75623,71296,0,0.06841839999999999,0.32508400000000004,29.994,2,broad_r41,True,65039,1039,715,324,66078,64178,702,0.0505972,0.28093599999999996,26.361,2,0.12359353734621548,0.2641643059490085,0.37225636523266026,-0.18681318681318682,0.12621821403541256,0.09983729802513464,,0.26047379067619225,0.13580489965670428,0.12112422484496899,0.0
broad-v2,Codex subagent,reasoning,high,one-file-read;runtime-context,R3,R3,2,R3-high-r2,True,broad_r53,True,74223,1055,760,295,75278,71296,0,0.0613264,0.317992,26.602,2,broad_r54,True,65038,907,622,285,65945,64178,701,0.0479522,0.278292,26.21,2,0.12374870323215181,0.14028436018957346,0.18157894736842106,0.03389830508474578,0.1239804458141821,0.09983729802513464,,0.2180822614730361,0.1248459080731591,0.014735734155326696,0.0
broad-v2,Codex subagent,reasoning,medium,one-file-read;runtime-context,R3,R3,1,R3-medium-r1,True,broad_r17,True,74212,1157,855,302,75369,71296,0,0.0633224,0.319988,27.329,2,broad_r18,True,65039,697,408,289,65736,64178,702,0.0437572,0.274096,20.299,2,0.12360534684417612,0.3975799481417459,0.5228070175438597,0.04304635761589404,0.1278111690482825,0.09983729802513464,,0.3089775498085985,0.1434178781704314,0.25723590325295476,0.0
campaign-v3,Responses API workflows,context,high,clean;nominal-32k,CX1-32k,CX1,1,CX1-32k-high-r1,True,CX1-32k-high-r1-sol,True,66608,1301,767,534,67909,32974,33628,0.20737360000000002,0.29245200000000005,21.483734082998126,2,CX1-32k-high-r1-astra,True,66511,849,195,654,67360,32974,33531,0.1978486,0.283024,18.616741624995484,2,0.001456281527744463,0.34742505764796305,0.7457627118644068,-0.2247191011235956,0.008084348171818134,0.0,0.0028845010110621905,0.04593159399267799,0.03223776893302166,0.13344944816979154,0.0
